Instance,CHE,CC,CTD,CTnCTR,PCS,MCTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS
base2_Q16_L256_PC_FR_base2,1.433470142262652,8.776091081593927,0.39581517714966435,0.17617714080043437,0.11573280360399633,0.12265348440753467,0.4120034773362901,1.2409867172675522,0.3691284815945987,1.2011385199240987,0.19885799726709696
base2_Q16_L272_bar_PC_FR_base2,1.0666982463739134,7.6394686907020875,0.31245525769534077,0.12271812115016044,0.11950360901402278,0.08440662383292043,0.4954651317579622,1.1480075901328273,0.47738589937700615,1.1404174573055028,0.23664932389553006
base2_Q4_L64_PC_FR_base2,1.25687917912617,8.30550284629981,0.3917918669611921,0.16041415552640956,0.10185053592293584,0.10914357863960815,0.46351243137482534,1.3700189753320684,0.38007139574589605,1.2903225806451613,0.19115095113166106
base2_Q4_L80_bar_PC_FR_base2,2.0603472119645474,10.446893787575151,0.7242371226955994,0.18771948407878225,0.11472470506027632,0.129145108435922,0.5592356402886356,1.2324649298597194,0.5322274137548411,1.2845691382765532,0.24809714086034926
base2_Q4_L80_bar_PC_base2,2.1433072226495953,10.596,0.7819650546015228,0.1958719319678464,0.1050129880274494,0.12883966503045127,0.5448570646787999,1.16,0.5414237419529053,1.238,0.2573316928329829
f2f_Q16_L256_PC_FR_nucleus,0.7634882054975893,5.1992409867172675,0.22421308615938387,0.21600434703950677,0.11044328811474055,0.1429290386058789,0.9302682165811302,4.512333965844403,0.5236127715769961,2.747628083491461,0.34052812468764926
f2f_Q16_L256_PC_nucleus,1.296126251622049,7.743833017077799,0.38509652727718585,0.2277276154423497,0.14133013291993415,0.1672245422742795,0.7016579262511988,3.6641366223908918,0.43849932126915936,2.6299810246679316,0.30160245637897726
f2f_Q16_L272_bar_PC_FR_nucleus,0.7239701955300425,5.497153700189753,0.23736180878778337,0.17280082697138266,0.10531188209358254,0.11979563031265747,0.4213786027722966,1.5161290322580645,0.3767965322100599,1.0265654648956357,0.2145140139587801
f2f_Q16_L272_bar_PC_nucleus,1.0161211445340208,6.375711574952562,0.356542845986854,0.18141565383915456,0.11955319476439757,0.1248303714966954,0.45359607427360116,1.7988614800759013,0.3471221424325522,1.1878557874762807,0.22200119374544663
f2f_Q4_L64_PC_FR_nucleus,0.45765676395640426,4.0702087286527515,0.20817745820071282,0.10617690159019198,0.10461047132747492,0.08011805947336559,0.40273840297591323,1.25426944971537,0.3144740307708747,1.0227703984819734,0.17251479949453205
f2f_Q4_L64_PC_nucleus,0.49835481509122026,4.273244781783681,0.2047389275798528,0.10824092442704598,0.09918308871038303,0.08196788902034934,0.40273851209351197,1.2504743833017078,0.32254905690244573,1.0094876660341556,0.1733846793034318
f2f_Q4_L80_bar_PC_base2,0.38541170115055107,3.6641366223908918,0.20643846179504624,0.0895222294781212,0.10957131358497516,0.07707546130138686,0.46220601233589587,1.411764705882353,0.32645901350702633,1.1954459203036054,0.16150280266640019
f2f_Q4_L80_bar_PC_nucleus,0.4557189886893575,3.9943074003795065,0.21667293857123068,0.10193229017912124,0.11131902298523919,0.0788516860660864,0.36751094805755624,1.1195445920303606,0.32171145101942333,0.9222011385199241,0.17807296215860632
f2f_Q4_L80_bar_PC_random,0.456689230217175,3.9886148007590134,0.1936013509213054,0.09030022608172526,0.10877434439119553,0.07540532685452124,0.39190626675460705,1.2447817836812145,0.2973542241784228,1.0531309297912714,0.16215525375658857
random_Q4_L80_bar_PC_nucleus,1.3892250372454034,9.043643263757115,0.47797079109208906,0.22026920527150035,0.11777610895806048,0.16557698762813755,0.5060465775841285,1.0550284629981024,0.5012458864660614,1.125237191650854,0.2420553543678423
random_Q4_L80_bar_PC_random,1.419000518306657,9.041745730550284,0.4450809790701077,0.22499390835118746,0.1219034618532014,0.16824232825274668,0.4880011366716354,1.0417457305502846,0.4883685251962713,1.094876660341556,0.23842762114566884
