Instance,CHE,CC,CTD,CTnCTR,PCS,MCTD,HRHE_i,HRC_i,HRHE_o,HRC_o,CBS
Ground Truth,2.2026594947013556,11.647058823529411,0.8207642791821913,0.8297087663219738,0.3145323540008595,1.4042449328013056,0.5093103178105957,2.0607210626185957,0.503039849637815,2.127134724857685,0.24261250638997225
DE_certain,1.7934789587111377,8.20303605313093,0.8039663866354753,0.7633176678251719,0.380007402882079,1.4016017896730706,0.9299486442938283,3.3700189753320684,0.6999500918533299,3.106261859582543,0.2548872901908705
DE_certain_nvis0,1.8560621672160655,8.76280834914611,0.8892824637810973,0.8030423596467196,0.4281058661812176,1.3641885846326895,0.9688263165670259,3.555977229601518,0.7080865252591176,3.2884250474383303,0.24634426628417197
DE_end,1.845706767641994,8.47438330170778,0.8372636884277461,0.7661788505105698,0.3812602367524151,1.3997911353207355,0.9423968305221146,3.398481973434535,0.7074150168685532,3.144212523719165,0.2566867091815666
DE_end_nvis0,1.8624825712098385,8.768500948766603,0.8948215340212812,0.802399767095019,0.42839504145399165,1.3644210290439582,0.949275789909935,3.5028462998102468,0.6957016520325254,3.239089184060721,0.24329165871124311
DE_random,1.8673135929451807,8.66034155597723,0.8454671452103526,0.7657477797843165,0.38243753597527386,1.3981133207545302,0.9997446324219019,3.5426944971537,0.7863554749965597,3.3946869070208727,0.28360792379680066
DE_random_nvis0,1.8664440174099703,8.850094876660341,0.8906537863177152,0.8009363215702157,0.4280333727390754,1.364858280885558,0.9791567779049467,3.538899430740038,0.7338452853036924,3.3358633776091082,0.2574194257322548
DE_start,1.8404280233708847,8.436432637571157,0.8276020674626976,0.7662968596562204,0.38101332976045055,1.3990952737427562,0.9439952895965982,3.4174573055028463,0.7079170280520788,3.155597722960152,0.25538478437945056
DE_start_nvis0,1.8536888620916707,8.757115749525617,0.8920703837691917,0.8020285452695303,0.4279384224853162,1.3641686775052417,0.9537524392568028,3.510436432637571,0.6906154512102752,3.20303605313093,0.24091985123444365
DE_uncertain,1.882111250248842,8.707779886148007,0.8504644572450883,0.7702844198410141,0.3846804846150647,1.3948027978559336,0.9710329101893413,3.476280834914611,0.7426371785603971,3.252371916508539,0.27000054692191555
DE_uncertain_nvis0,1.856513421363764,8.734345351043643,0.8931682848480199,0.8006647637306188,0.42762442094101377,1.365158404875188,0.9301815474948362,3.4250474383301706,0.6813145483325804,3.176470588235294,0.23910661333693592
SE_certain,1.8767839917191445,8.666034155597723,0.8722739482738114,0.8001910530467139,0.38901894515186086,1.3851019235346131,0.5400799900053428,2.5351043643263758,0.35432675550497583,2.2884250474383303,0.10981587709063256
SE_certain_nvis0,1.9758443634706069,9.60910815939279,0.9556403140850906,0.8012258197299634,0.4414314577764931,1.364005351453354,1.1358614152095432,3.7855787476280836,0.8809865060331842,3.6299810246679316,0.31843077026044814
SE_end,2.0551116411236237,9.86337760910816,0.8978496588282413,0.8050538818284484,0.3862719277993752,1.3806956034633953,0.6423654336194079,2.7514231499051234,0.4194420420413148,2.4003795066413662,0.1381416109039907
SE_end_nvis0,1.9946141279589802,9.777988614800758,0.954615343467749,0.8019052680658751,0.44146450650026925,1.362505669112627,1.1064867627410537,3.717267552182163,0.8269329873596044,3.4971537001897532,0.2967090076900643
SE_random,2.1456547375922197,10.705882352941176,0.9465558909168832,0.8046700509291711,0.3947977053923558,1.3782008173465388,0.8396783024962541,3.218216318785579,0.602365708661662,3.01707779886148,0.20059047275733927
SE_random_nvis0,2.064780005000669,10.57685009487666,0.9718119165395188,0.8009220770098667,0.44130781891448034,1.363655601030886,1.1621603004049548,3.825426944971537,1.0741181115040208,3.8975332068311195,0.414716382218537
SE_start,2.004701914106816,9.518026565464895,0.9114780835720713,0.7872347304795362,0.39238081056477353,1.3859624915414024,0.6047974912960914,2.6907020872865277,0.3938679754324919,2.3927893738140416,0.12519421969142608
SE_start_nvis0,2.019891313899461,9.846153846153847,0.9460213458811857,0.7899035698165155,0.45015183225758276,1.3658531183722373,1.1207769020463518,3.7252747252747254,0.855305575992298,3.6153846153846154,0.3039995493720136
SE_uncertain,2.265086397141144,11.889943074003796,0.9767163632193534,0.8021249406463227,0.3934763286519095,1.3809795506950109,0.9283074327338502,3.379506641366224,0.6822759318908762,3.1347248576850095,0.23991092742955297
SE_uncertain_nvis0,2.066823510417164,10.533206831119545,0.9796327252493352,0.8065785802645737,0.44182502377914484,1.3611821350313933,1.1281460695447882,3.7514231499051234,0.9916559322597851,3.7760910815939277,0.3764183018890057
