epoch,step,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,2201,5.102158677843363,0.3197458947231784,108.9720415783548,0.9315531825658327,4.13407392752798,0.36240601503759384,15.391128305201901,0.7855400349228305,1
0,4402,4.1688049494922295,0.2925953570887671,58.44475039769457,0.7937566850414646,1.8565335380403618,0.1876190476190476,2.0527759712061195,0.3373969050549943,2
0,6603,3.306569751717097,0.28911101014689744,39.55853035894873,0.6334788934118863,0.6912162605084871,0.3646240601503759,1.235635957662653,0.14418710109665675,3
0,8804,2.6772522894459954,0.300617414162392,29.987396361322627,0.5178274048598432,0.3619216285253826,0.38080200501253125,1.1102592849703006,0.07356911541295556,4
0,11005,2.2362289993499473,0.3147783475043819,24.220500449268076,0.4359261896701312,0.21448645407432004,0.47384711779448624,1.0800688907757166,0.05302185652678721,5
0,13206,1.917984035563987,0.3262623230421986,20.36848987143727,0.37632795685875353,0.15590461336664463,0.46758145363408526,1.0649230273632888,0.04191727210465201,6
0,15407,1.6758532950452367,0.3386306317165699,17.613560253554127,0.3312605597370398,0.11030697538272331,0.4118796992481203,1.0601259694263505,0.04237939164906322,7
0,17608,1.4879153278092052,0.34879201282966943,15.545757618769755,0.29641600378551053,0.08146721859903712,0.4650375939849622,1.050010350408696,0.0370473028892728,8
0,19809,1.337483632483453,0.35812220996228755,13.936339258659807,0.26833367579640177,0.069008362754003,0.43996240601503767,1.0461717202745175,0.025586675445587802,9
0,22010,1.2149037416035504,0.36740994353216616,12.648167872599307,0.24528479409547885,0.07828257576023277,0.47300751879699243,1.045976464531485,0.032246802968754616,9
1,24211,0.09836670171638781,0.47512716450216463,1.0509384956207863,0.03372093564646988,0.06607143533857245,0.4408395989974936,1.0444371363086788,0.02724250723649809,10
1,26412,0.09102020132979871,0.4862095735817611,1.0481311785674572,0.03213985605795624,0.06982491914378969,0.4911528822055139,1.0385734765015706,0.021167573479444816,10
1,28613,0.08800990520936985,0.49103698734871015,1.0469192583448714,0.03078996615172364,0.06144224491558577,0.4937593984962407,1.0392681353201356,0.020030275375486496,11
1,30814,0.0865025613630999,0.49083280591573275,1.0465035050445026,0.02981587309551377,0.06085963091371875,0.5112030075187972,1.042062117117438,0.019786909717405207,12
1,33015,0.08365784915746739,0.4954269875889291,1.0455970859437675,0.029064007727329266,0.06027551911967365,0.4925689223057641,1.040287843482137,0.020625644817857,13
1,35216,0.0815761710638064,0.49940606912965924,1.0447002722490788,0.028540843033390977,0.06313784595480874,0.4974686716791981,1.0400517949637982,0.024185144452679014,13
1,37417,0.07960918290791089,0.5034916050023808,1.0439321501619532,0.02803984317582157,0.07116720561722392,0.4931954887218046,1.039656414787017,0.020540200892631665,13
1,39618,0.07820598491281186,0.5050969987586111,1.0433623832798766,0.02739927868099996,0.0724064141658968,0.5143483709273184,1.0415688339584335,0.025987176886940373,13
1,41819,0.07697689722451444,0.5077013736633607,1.0428132632045541,0.026926368222938837,0.050124956588996086,0.4905889724310778,1.0408508087047939,0.023690507975367356,14
1,44020,0.07559044192622723,0.510135409972981,1.0422662376041485,0.02652315460178849,0.062494031604575485,0.5389348370927318,1.034436243700494,0.02022158823055892,14
2,46221,0.06279003344424977,0.534020875289634,1.036888019215211,0.02248863164872104,0.04794765502998703,0.5117418546365914,1.0356834513997348,0.020411143407765422,15
2,48422,0.06230782571936619,0.5401047077922084,1.0365386372559362,0.02182159155367216,0.05527514565834089,0.5323182957393484,1.0330772892454145,0.013205926697970112,15
2,50623,0.06415372409782256,0.5357379112832831,1.0366825143000353,0.02228120655663431,0.052629177291926586,0.5166290726817043,1.0376215207264459,0.017507773752189267,15
2,52824,0.06400938369478701,0.5348112171476168,1.0366898117916783,0.02243635547121701,0.05154659835327613,0.51031328320802,1.0373471632628768,0.013034813633290086,15
2,55025,0.06339021737314736,0.5361716285168948,1.036544262809002,0.022270849864441267,0.053551654105907995,0.5391478696741854,1.0362188958610943,0.013672853689977484,15
2,57226,0.06288994799286934,0.5351566444511732,1.0366168293851423,0.02238422808703478,0.044174731615930794,0.5507017543859649,1.0324069934877875,0.02335373281250698,16
2,59427,0.06230330239962974,0.5364281077572186,1.0363702465302633,0.02211082162150608,0.051895113039369646,0.4883583959899749,1.037463938275033,0.020905958027431584,16
2,61628,0.06177450239606291,0.5373611133650319,1.036204257162547,0.021980406536271105,0.05203210409840961,0.5072932330827069,1.0341820015140544,0.025724816533429055,16
2,63829,0.06173378018494861,0.5376645942872557,1.0360945642379853,0.021948108605569103,0.04345921619158042,0.5459774436090226,1.0312291940219451,0.020591249056680905,17
2,66030,0.06145676758375145,0.5379314448425737,1.0359868662366227,0.02173342736584906,0.0518006894982567,0.5643859649122805,1.0322358742087852,0.01679901563943395,17
3,68231,0.06062467433877134,0.5509153342865815,1.034377045401717,0.020900271576594177,0.054645701057099934,0.5446992481203009,1.034085243054043,0.018314904905816803,17
3,70432,0.058242514774713636,0.5483556868985386,1.0340853651072093,0.021411131509961195,0.04618580768522071,0.5543984962406017,1.0315906107158619,0.014459544357425217,17
3,72633,0.05885894275347131,0.5490476190476183,1.03401511395993,0.020968035277496647,0.051853051016989504,0.5141478696741856,1.0346428417830411,0.017613515660009835,17
3,74834,0.05829067858070853,0.5510410072448438,1.0338168447153218,0.020748974399766498,0.04925109513447081,0.5465288220551379,1.0319863791159443,0.022535742502240177,17
3,77035,0.05756199843530577,0.5530766051194103,1.0335631232400602,0.020550794775715565,0.060434338661204824,0.5158395989974939,1.0360621499347773,0.024583712481937744,17
3,79236,0.05701729706765238,0.553563133198439,1.0334558451246796,0.020329906980409457,0.044827138104378,0.5362155388471178,1.0321963114578085,0.01879821341017254,17
3,81437,0.05702963678883633,0.5551938426630039,1.0333577890365717,0.02024943295963779,0.05056468857403256,0.5296741854636591,1.036985996022097,0.02015988364902256,17
3,83638,0.056959105167375325,0.5556672211628224,1.0332594757442783,0.02018315478921183,0.04731813153607379,0.55734335839599,1.0310359467326864,0.0141383852964154,17
3,85839,0.0565569853358368,0.5569907868226628,1.0331455430228837,0.02004150419556662,0.06475407813819689,0.5622180451127822,1.0324980127576626,0.01558772786867692,17
3,88040,0.05621311265732181,0.5571869448465645,1.033063421425197,0.019973644092129594,0.04393314807430694,0.5538095238095238,1.0291961845322433,0.016174287309909403,17
4,90241,0.05542791109911726,0.5564552311593736,1.0327789345512834,0.019701328993490422,0.0433747622061913,0.5483959899749374,1.0315186653163768,0.01557895327891968,18
4,92442,0.053640673934235494,0.5633775633946195,1.0321822937397735,0.019424350400254784,0.04570907070944821,0.587844611528822,1.0293067655088388,0.014703120687821666,18
4,94643,0.05339753966530868,0.5642530614306644,1.0320386532117287,0.019306905779591016,0.047065735902441175,0.5756265664160399,1.0307974225518841,0.013562388125448785,18
4,96844,0.0531972558186416,0.5659036796536778,1.031935892258474,0.018868996089835728,0.041329819376972554,0.565827067669173,1.027908111649187,0.015267485094647298,19
4,99045,0.05288989580618373,0.5662360781054501,1.0317502622462367,0.018717058510678432,0.05214576421697673,0.5532330827067665,1.0328079706601778,0.01863630121937479,19
4,101246,0.05250723074626493,0.5675579457657869,1.0315893625587973,0.018406482993218592,0.047668615478630126,0.5431954887218047,1.0318735058100248,0.017489366298287026,19
4,103447,0.05239935205833184,0.5689791413546474,1.0314907773625324,0.018331559999094894,0.049560037600856865,0.5502756892230577,1.028702068641984,0.016179775269677964,19
4,105648,0.05261819928952646,0.5698070514277082,1.0314654243244312,0.018262408547056987,0.053102544925518726,0.5892230576441102,1.0281198628891146,0.016619040331385556,19
4,107849,0.05256446475127158,0.5708990634880652,1.0313479939399346,0.01818302391704442,0.051561942076506585,0.5921929824561404,1.0293175355885686,0.014628438218841426,19
4,110050,0.052479237989051124,0.5706514024313843,1.0312902140150406,0.018116713452597834,0.06444863245529919,0.5783333333333334,1.0319446235891925,0.017885887726773533,19
5,112251,0.050617418099878735,0.5753680935033386,1.0305758963973908,0.018069012389745343,0.04714860673993826,0.6025187969924809,1.0271441880262013,0.013130400004707667,19
5,114452,0.05056422967323541,0.5800681200385541,1.03053102430568,0.018112020102513993,0.043505237251520154,0.581578947368421,1.0272232381720825,0.015069330004233529,19
5,116653,0.049763307365840344,0.5814361133965538,1.0302492159376406,0.01768121556999677,0.04509330145818623,0.589411027568922,1.0281543906291157,0.013641895007109595,19
5,118854,0.050296518766212196,0.5822017112334156,1.0302665809598717,0.017560712025859647,0.04174513759483632,0.589423558897243,1.028976268802332,0.0137190751848123,19
5,121055,0.05020659162179006,0.5834698051947987,1.03016427714757,0.017582600870593046,0.05510552252985929,0.5561904761904761,1.0321956814183397,0.01743630734039067,19
5,123256,0.050119708485104685,0.5840974348985039,1.0301192470837242,0.017540316014516923,0.054145093825890826,0.5833082706766917,1.0311044594900654,0.014880844213464743,19
5,125457,0.05024254141431669,0.5846741455964276,1.0301468425442646,0.017596775983953296,0.04610378083307296,0.577669172932331,1.0291519855354927,0.0159429303232651,19
5,127658,0.05028525371611173,0.586197834243629,1.0300884048993943,0.017624762120394214,0.04487627411259669,0.5893107769423559,1.0284556597448933,0.013573275725697305,19
5,129859,0.0504354105110137,0.5863440887362968,1.0300563642487042,0.01760927228778052,0.04588432618700991,0.6021177944862155,1.028255322341092,0.015256900238141,19
5,132060,0.05028269317465033,0.5874527434241329,1.0299409801942168,0.017567187147763424,0.048923110871232654,0.5794611528822053,1.029136233857094,0.011091135671293481,19
6,134261,0.04772499854832088,0.5989413168456454,1.0290536639605863,0.017116588501130056,0.05098949609665923,0.5921679197994988,1.0313270703232664,0.016659064447791423,19
6,136462,0.04787273699406502,0.597400775596864,1.0290076808373092,0.017298918104894267,0.0402104672265092,0.6080325814536339,1.0268062095724924,0.012064297432437924,20
6,138663,0.04844028347120857,0.5993857236694867,1.0288708332776548,0.017466396557308392,0.04701353969346536,0.6009899749373434,1.0293621845190162,0.016860094272943736,20
6,140864,0.048321911075931555,0.5998901265439059,1.0289418650452444,0.017637049761243025,0.04488921197863467,0.6130075187969926,1.02756650232351,0.016269715153459045,20
6,143065,0.04808955229677641,0.6016191948185691,1.0288267460760245,0.01754271944844487,0.04519275477413382,0.6070175438596492,1.0273347152216747,0.015526262689760472,20
6,145266,0.047954406739362174,0.6009442640692557,1.0287965032666484,0.017511301341541028,0.05074597418210224,0.5753884711779448,1.0297663874886689,0.014275551538487108,20
6,147467,0.04826701952442267,0.6003563466812616,1.028872129928165,0.017532623987472816,0.05259246794801009,0.5648496240601503,1.0295866614689202,0.016505242996933508,20
6,149668,0.048110268988837246,0.6007181949021044,1.0288117903046616,0.01749276835495424,0.03794163830186191,0.5972305764411029,1.0275553517248486,0.013540042456413713,21
6,151869,0.04788595434096171,0.6017692124570048,1.0286798069007852,0.017330203948180276,0.04280930453862407,0.6017543859649124,1.0277420432415305,0.014283534997310743,21
6,154070,0.04762850656725735,0.602424288657496,1.0285924951351986,0.01731115545934839,0.04744526152744105,0.599937343358396,1.029824437926232,0.014321967669203139,21
7,156271,0.04832197475135021,0.6092308026218703,1.0279573211813613,0.01653354831093752,0.04710922233858391,0.5845864661654135,1.0290215907331404,0.012986778080801654,21
7,158472,0.04691235587426047,0.6081201581884196,1.0278437196625259,0.016658322805969062,0.04057149203298123,0.6076942355889724,1.0265304742334498,0.016996994693012853,21
7,160673,0.047097207105089633,0.6083091484016271,1.0279450636973593,0.016610362000393515,0.0429711619122444,0.6209899749373432,1.0278426571728776,0.013448059047472649,21
7,162874,0.04716314960668086,0.609468189913222,1.0279114799918243,0.016601405022316898,0.044332357336718003,0.6280701754385962,1.0266822987682593,0.015997107816353048,21
7,165075,0.04775672420791391,0.6084292382164632,1.028090382750487,0.016809404141777146,0.037431249732617286,0.6318546365914786,1.025259324092165,0.014391300181950133,22
7,167276,0.04734001320149123,0.6080443504017156,1.028045069803945,0.01676474298034358,0.055515605971021086,0.6084711779448622,1.0285506973737129,0.011533200380996977,22
7,169477,0.04726107900062188,0.6080936920222636,1.0280941275450808,0.016737605636860914,0.04326611708261465,0.5941604010025063,1.0274135458065299,0.013589997729621434,22
7,171678,0.047327315267471845,0.6085912326410113,1.0280805332514296,0.016712661755114884,0.046613853968875976,0.6213157894736842,1.027428770097496,0.013252673262774803,22
