epoch,step,n_vis,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,550,0,1.6634480699625882,0.5668146306818186,6.31772166951185,0.3067432585552622,1.4880031198263168,0.5804983428030303,4.476683943920473,0.2487894411629675,1
0,1100,0,1.5461711037158965,0.5814151278409085,5.263608790945959,0.27671986438233265,1.4799256771802902,0.572265625,4.438670363400252,0.23748484908395393,2
0,1650,0,1.4927129206512915,0.5880989583333323,4.8543667019421815,0.2633728719756455,1.414332886536916,0.593112275094697,4.157773170826746,0.23767510767522274,3
0,2200,0,1.4570997683568434,0.594326704545453,4.612997661952063,0.2550817374445896,1.3664254893859227,0.6047555634469698,3.963014020283294,0.22396701721621562,4
0,2750,0,1.425224317290566,0.6021634943181792,4.428334566133273,0.24827257780766757,1.318879450360934,0.6310354521780303,3.7795549770966055,0.21278627321963928,5
0,3300,0,1.3982941185524969,0.6090717329545448,4.284664186241915,0.24269786172007057,1.3027219424645107,0.629190340909091,3.7190335626967044,0.20225842752335543,6
0,3850,0,1.378743847004779,0.6141329139610383,4.181149758300801,0.23850574008475603,1.30103966097037,0.6358635179924242,3.7125934008909103,0.2023303206457061,7
0,4400,0,1.3637384938110004,0.6182743252840908,4.101990572211473,0.23534261032412077,1.289048085610072,0.6365130800189392,3.6697084243190474,0.20062963574292056,8
0,4950,0,1.3495946139398247,0.6219165088383847,4.03147460972399,0.232446761204042,1.2862881869077682,0.6383611505681818,3.6553328078321363,0.20036342205235091,9
0,5500,0,1.338483621066267,0.6248779119318184,3.976213983240482,0.23013268527616637,1.2629223217566807,0.6460759943181817,3.570862245433028,0.20020117632694845,10
1,6050,0,1.237423510394541,0.652321612202925,3.4723582439654916,0.2092341561904866,1.266033838192622,0.6452370383522728,3.581625188402082,0.2034830760497772,11
1,6600,0,1.2278232309311874,0.6538838166590689,3.439869850465307,0.20780946420641078,1.2662136604388554,0.6441125118371213,3.5856416175770485,0.20297810922759205,12
1,7150,0,1.221433616545827,0.6558664902094719,3.4187136243374368,0.20676155816439964,1.2644351546963055,0.6507442589962121,3.5800788882222334,0.1935877507567191,13
1,7700,0,1.22015252303795,0.6560903362539823,3.4139589243421007,0.20651130638387447,1.273609181245168,0.6460242069128788,3.6097341105661687,0.20852600812076438,14
1,8250,0,1.217597029536344,0.6569880210229332,3.4049420826717194,0.20608580391601575,1.253545068204403,0.6493238044507575,3.5394324967782396,0.1995958321208379,15
1,8800,0,1.216672962746694,0.65730896458902,3.4017970732381193,0.20586595204228833,1.2658843100070953,0.6423280658143938,3.5844517677245187,0.20342476428338377,16
1,9350,0,1.2144114686229925,0.6578734240966979,3.394070851310908,0.20549719131101854,1.2531775857011478,0.6476266571969698,3.5351549094800507,0.19963950482249535,17
1,9900,0,1.2137880433221175,0.6581602157721156,3.392175899680777,0.20536795858560686,1.2534684613347054,0.6486683238636363,3.5409681532000223,0.19368378121554242,18
1,10450,0,1.2129212343406022,0.6583993455629655,3.389164305800323,0.20526189343869478,1.262665333847205,0.6403201941287879,3.5715538126123114,0.19515695788508525,19
1,11000,0,1.2119975967018608,0.6586803739539735,3.385883697540434,0.20510887470188194,1.2609671627481778,0.6506983901515151,3.5634830854695205,0.20342006967463092,20
2,11550,0,1.190367813276894,0.6646671070772053,3.3131401473742144,0.20188147444312676,1.2370525871713955,0.6548694957386364,3.4803071724827177,0.19993107596703666,21
2,12100,0,1.190343734714623,0.6645359632084088,3.3116970840196003,0.2018796925546208,1.2419772048791249,0.6528157552083332,3.495797993498868,0.20130554741753015,22
2,12650,0,1.191189774595328,0.6639688830596107,3.3155288728378616,0.2020795876316278,1.2353198304772377,0.6595170454545455,3.4795157298531048,0.19399520374801335,23
2,13200,0,1.1894390056811361,0.664660544382406,3.3098859755948538,0.20181025806579905,1.2690111920237541,0.6478145714962121,3.596549780129063,0.19482123033060364,24
2,13750,0,1.189518048403562,0.6646965538447518,3.309950113613465,0.2016736120899297,1.2335555131236713,0.6541267163825757,3.4710832762978074,0.19204403300276532,25
2,14300,0,1.189372996453017,0.6645893812613831,3.309135605099532,0.20161324074149567,1.2475831384460132,0.6519250118371213,3.5178474432539577,0.19479588225764113,26
2,14850,0,1.18911329297878,0.6647022957856392,3.308066828101442,0.20161082188640056,1.248154565691948,0.6516675544507576,3.5219135068652876,0.18828929113717904,27
2,15400,0,1.1878736357445818,0.6648816212448796,3.304041338158973,0.20138571352938675,1.255806140601635,0.6528009588068182,3.55030367909657,0.18956080718517754,28
2,15950,0,1.1877779903728214,0.6649415642698221,3.303949300652888,0.20137388187000943,1.2375868906577427,0.6542154947916669,3.4847258810319097,0.1955642883369478,29
2,16500,0,1.1876629041701088,0.6650196521204952,3.303735753111254,0.20133510824829737,1.2374492486317952,0.65390625,3.4826373071849464,0.18581571134222166,30
3,17050,0,1.1679327367854868,0.6696215053142334,3.239947883005,0.1990422385994388,1.2345346088210742,0.6557410037878788,3.475451393354851,0.18926802999465098,31
3,17600,0,1.1746032742815866,0.6678649175068744,3.2623975367579288,0.19967518387040592,1.2395609468221664,0.6555575284090909,3.4895426887260936,0.18351360818564344,32
3,18150,0,1.1719425626821012,0.6686528793418637,3.2528247115997915,0.19917339165228565,1.2416612853606541,0.6539639559659091,3.4983355119209136,0.1912295667549795,33
3,18700,0,1.170625491155331,0.6692317292332268,3.2479973575815975,0.19893694685067576,1.2199855869015057,0.6579515861742423,3.4224958732582755,0.18924734486953543,34
