epoch,step,n_vis,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,459,0,1.6385343054021366,0.5626066630355844,6.20287312913431,0.2947623606509191,1.5139055202404659,0.5883907433712121,4.600294391736961,0.2424177554031329,1
1,918,0,1.4902666560445217,0.6008165206669086,4.483276744564755,0.25389548770530423,1.424280822277069,0.6063890861742425,4.199815998790542,0.2308453278915976,2
2,1377,0,1.398858055310052,0.6162436077826193,4.08430382166932,0.23953197380291008,1.2958972876270611,0.6385061553030302,3.6946991478503013,0.21905480423053494,3
3,1836,0,1.3245658316123978,0.6353634297083033,3.7914450289340356,0.22607057170558792,1.2629751364390056,0.6438624526515152,3.5751331725545907,0.20859750489547957,4
4,2295,0,1.2918941698043176,0.6435281635802464,3.6691481991365507,0.22020536525638992,1.2362081731359165,0.6530406605113636,3.4800582342295954,0.2025066765814552,5
5,2754,0,1.272342491773219,0.6481755703824739,3.5944274119945776,0.21632863595181792,1.2397792463501294,0.6504009824810608,3.4953707774234406,0.18885470918215044,6
6,3213,0,1.259485940787787,0.6515616489651409,3.550429355325734,0.21382352125089998,1.2232652753591537,0.6570933948863635,3.436310827948551,0.19066193479185514,7
7,3672,0,1.2474115984372325,0.6535625264766405,3.505154490064632,0.21217147594154806,1.2264706268906593,0.6576926491477273,3.449165114459173,0.18477906117018328,8
8,4131,0,1.2396381020805676,0.655908735021786,3.47962115743045,0.21051785790295072,1.221612776319186,0.657757753314394,3.4311729028536853,0.18414266113337227,9
9,4590,0,1.2310417604861956,0.6576976102941171,3.448401636108656,0.20906946019948158,1.2173584153254826,0.6603426846590909,3.414503741137682,0.18159369906698355,10
10,5049,0,1.2232053983704976,0.6588390371580729,3.422060964208606,0.20805546293801752,1.2179426451524098,0.6579116358901514,3.416923992275668,0.18812150182169815,11
11,5508,0,1.2160573309543086,0.6606409616315659,3.3943898859512283,0.20696793840004138,1.21856435885032,0.661666962594697,3.4206576315554322,0.17808775680746994,12
12,5967,0,1.2098197524064507,0.6616742125090779,3.3801768654405504,0.20576060197413135,1.2166689808170001,0.6589148319128787,3.414831943891484,0.1852833296935018,13
13,6426,0,1.202571180910846,0.6632331192507863,3.3512519035141595,0.20502156156888546,1.2171509340405464,0.6621596827651515,3.4155666952486374,0.17895431403997475,14
